source,content
haberturk,"Merkeze bağlı Cumayanı Sanayi Sitesi'nde TIR dorse tamirhanesinde henüz belirlenemeyen nedenle yangın çıktı.Yangını fark edenler, jandarma ve itfaiye ekiplerine haber verdi.Karabük Belediyesi itfaiye ekipleri tarafından söndürülen yangında, iş yerlerinde hasar oluştu.Olay yeri inceleme ekipleri yangınla ilgili çalışma yaptı.Fotoğraf, AA tarafından servis edilmiştir."
haberturk,"Olay, İstanbul'da meydana geldi.Kuyumcu dükkanı soyguncuların hedefi oldu. Kuyumcunun kepengini kumandayla açan hırsızlar saniyeler içinde altınları çuvala doldurup kaçtı.O anlar güvenlik kamerasına anbean yansıdı."
haberturk,"19 yaşındaki Görkem Akın Beder, 10 gün önce kaybolan kız kardeşi Helin’i bulmak için Didem Arslan Yılmaz’la Vazgeçme’ye başvurdu. Kız kardeşinin annesi işteyken “Markete gidiyorum” diyerek evden çıktığını ve bir daha haber alınamadığını belirten Görkem, kardeşini bulmak için askerden izin aldığını söyledi. Askere gitmeden önce her şeyin yolunda olduğunu belirten Görkem, kız kardeşinin çok fazla sosyal medyaya girdiğini ama annesinin uyarılarını umursamadığını anlattı. Kardeşini bulmak için eve geldiğinde, annesi ve dayısının çok umursamaz davrandığının altını çizen Görkem, kardeşinin kaybolmasından annesini suçladı.Anne Nurgül canlı yayına bağlandı, kızı kaybolmadan önce para kartını bulamadığı için tartıştıklarını, kızının o işteyken gittiğini kaydetti, “Oğlumun evli ve 3 çocuk babası arkadaşı İsa’dan şüpheleniyorum” dedi. Anne Nurgül’ün suçlamasından sonra yayına bağlanan İsa ise Nurgül’ün iddialarını yalanladı, “Görkem’in kardeşi olduğunu bile yeni öğrendim” dedi. İsa, Helin’in kaybolmasında Görkem gibi kendisinin de şüphelendiğini belirtmesi üzerine, anne Nurgül tepki gösterdi. Anne ve oğlunun büyük yüzleşmesinde tansiyon yükseldi.Nurgül suçu kendisine atmaya çalıştıklarını ifade ederken, “İnsan canına bir şey yapar mı?” dedi.Görkem, 15 yaşındaki kardeşi Helin’e kavuşabilecek mi? Didem Arslan Yılmaz’la Vazgeçme hafta içi her gün saat 15.00’te canlı yayınla Show TV’de."
haberturk,"İstanbul 13. Ağır Ceza Mahkemesi, Anayasa Mahkemesinin Atalay hakkındaki ""seçilme ve siyasi faaliyette bulunma"", ""kişi hürriyeti ve güvenliği"" ile ""bireysel başvuruda bulunma"" haklarının ihlal edildiği kararına ilişkin değerlendirmesini tamamladı.Heyet, Anayasa Mahkemesince verilen bireysel başvuruya konu ihlal kararının, yerel mahkemece alınan karara ilişkin olmadığını değerlendirdi.İhlal kararının, ilgili Yargıtay Ceza Dairesince verilen tahliye talebinin reddi kararına ilişkin olduğunu bildiren heyet, dosyanın ilgili Yargıtay Ceza Dairesi önünde bulunduğu sırada Atalay'ın milletvekili seçildiğini belirtti.Heyet, bireysel başvuruya konu ihlalin Yargıtay kararından kaynaklandığını, ayrıca bireysel başvuru yapıldıktan sonra ilgili Ceza Dairesince dosyanın esastan incelendiğini ve karara bağlandığını kaydetti.Bu nedenle oluşan yeni hukuki durum karşısında Yargıtay 3. Ceza Dairesince yeni bir değerlendirme yapılmasının zorunlu olduğuna hükmeden heyet, dosyanın Yargıtay 3. Ceza Dairesine ulaştırılmak üzere Yargıtay Cumhuriyet Başsavcılığına gönderilmesine karar verdi.İYİ Parti Genel Başkanı Meral Akşener konuyla ilgili sosyal medya hesabı üzerinden açıklamada bulundu:""Anayasa Mahkemesi’nin Can Atalay hakkında ikinci kez hak ihlali kararı vermesinin ardından, problemin ilk derece basamağı olan İstanbul 13. Ağır Ceza Mahkemesi dosyayı yeniden Yargıtay’a gönderme kararı aldı.Böylece devletimizin kurumları arasındaki çatışmayı sonlandırma fırsatı bir kez daha heba edildi.Hukukun üstünlüğünü rafa kaldıran bu anlayışın karşısında kaybeden ise yine maalesef milletimiz oluyor.İktidar bizzat kendi eliyle anayasal devlet krizi çıkarmakla meşgulken; milyonlarca insanımız hayat pahalılığı sarmalında mücadele etmeye devam ediyor.Ama hiç kimse merak etmesin;Yoksulluktan, hukuksuzluktan, krizden ve kutuplaşmadan beslenen bu yönetim anlayışına, milletimiz gereken cevabı sandıkta verecek.31 Mart’ta yapılacak olan mahalli idareler seçimi; milletimizin haktan, hakkaniyetten ve adaletten yana mührünü vuracağı tarihi bir gün olacak!"""
haberturk,"CHP Genel Başkan Yardımcısı Karatepe, 2024 yılı için belirlenen asgari ücrete ilişkin yaptığı yazılı açıklamada, Türkiye'de asgari ücretle çalışan işçi sayısına dikkati çekerek, ""Bugün açıklanan 17 bin 2 liralık tutar büyükşehirlerde ortalama ev kirası düzeyindedir."" ifadesini kullandı.TÜRK-İŞ'in hesaplamasına göre, kasımda açlık sınırının 14 bin 25 liraya, yoksulluk sınırının 45 bin 686 liraya, bekar bir çalışanın yaşama maliyetinin de aylık 18 bin 239 liraya yükseldiğini belirterek, ""Görüldüğü gibi bugün açıklanan asgari ücreti esas aldığımızda, eğer ailede 3 asgari ücret elde eden çalışan yok ise o hane yoksuldur. Bu işsizlik ortamında da bir evden 3 kişinin çalıştığını düşünmek de hayaldir. Açıklanan bu tutarın milyonlarca emekçiyi açlığa ve sefalete mahkum ettiği görülmelidir."" değerlendirmesini yaptı.Asgari ücretin yılın ikinci yarısında yeniden belirlenmesi gerektiğini savunan Karatepe, şunları kaydetti:""Asgari ücret seviyesi konuşulurken sadece açlık sınırı verisini dikkate almak yeterli değildir. Asıl bakılması gereken, asgari ücret yönetmeliğinde de ifade edilmiş olan insanların beslenme ihtiyaçlarının yanında barınma, ulaşım, sağlık, eğitim ve kültürel faaliyetler için de ihtiyaç duyulan harcamaları karşılayacak seviyede olmasıdır. Bu nedenle sadece açlık sınırını referans almanın doğru olmadığını düşünüyoruz. Çünkü bunu yapmak, yani açlık sınırını referans almak, Türkiye'de var olan derin yoksulluğu kabullenmek anlamına gelir. Biz yoksulluğu kabullenmek yerine onu ortadan kaldıracak politikaları hayata geçireceğiz. Amacımız tüm yurttaşlarımızın insan onuruna yakışır bir seviyede gelir elde ederek hayatlarını sürdürmeleridir.""*Haberin görseli İHA tarafından servis edilmiştir."
haberturk,"Manisa'nın Kula ilçesinde ilkokul öğretmeni Meltem Memiş (35), 4 katlı binanın en üst katındaki evlerinin penceresinden düşerek yaşamını yitirdi.Olay, saat 11.00 sıralarında Seyitali Mahallesi Güvercinlik Apartmanı'nda meydana geldi. İddiaya göre, Naci Hakkı Ulusoy İlkokulu'nda görevli, evli ve 1 çocuk annesi Meltem Memiş, henüz bilinmeyen nedenle 4 katlı binanın en üst katındaki evlerinin penceresinden beton zemine düştü. Olayı gören vatandaşlar durumu polis ve sağlık ekiplerine bildirdi.Sağlık ekiplerince olay yerinde ilk müdahalesi yapılan Memiş, Kula Devlet Hastanesi'ne kaldırıldı. Ağır yaralanan talihsiz öğretmen, doktorların tüm müdahalesine rağmen kurtarılamadı. Memiş'in cansız bedeni, ön otopsinin ardından, kesin ölüm nedeninin belirlenmesi için İzmir Adli Tıp Kurumu'na sevk edildi.Öte yandan, Meltem Memiş'in kendisi gibi öğretmen olan eşinin olay sırasında evde olmadığı, çocuğunun ise evde olduğu öğrenildi. Olayla ilgili başlatılan soruşturma sürdürülüyor."
haberturk,TBMM Genel Kurulunda Bazı Kanun ve Kanun Hükmünde Kararnamelerde Değişiklik Yapılmasına Dair Kanun Teklifi görüşmelerinden sonra çalışmalara ara verildi.Meclis 16 Ocak tarihinde çalışmalara başlayacak. Bu süreçte komisyonların çalışması öngörülüyor.*Haberin görseli AA tarafından servis edilmiştir.
haberturk,"İYİ Partili Gökhan Zan, sosyal medya X hesabından yaptığı paylaşımda partiden istifa ettiğini açıkladı.Gökhan Zan, mesajında ""Bilindiği üzere siyasete girme nedenim Hatay'a destek olabilmek, deprem gibi ağır bir felaketin ardından Hataylı kardeşlerimin sesini Meclis'te duyurabilmekten ibaretti. Gelinen noktada siyaset arenasında bunun pek de mümkün olmadığını görmemden hareketle İyi Parti'den istifa ediyorum"" dedi.KAMUOYUNASevgili dostlar,Genel Başkanımız Sn. Meral Akşener’in daveti ile 22 Mart 2023 tarihinde İYİ Parti ailesine katıldım. Bu süreç boyunca tüm değerlerimle elimi taşın altına koymaya çalışarak üzerime düşen görevi yapmaya çalıştım. Gerek İyi Parti'ye, gerekse partimize…Zan, açıklamasında şunları belirtti:Sevgili dostlar, Genel Başkanımız Sn. Meral Akşener’in daveti ile 22 Mart 2023 tarihinde İYİ Parti ailesine katıldım. Bu süreç boyunca tüm değerlerimle elimi taşın altına koymaya çalışarak üzerime düşen görevi yapmaya çalıştım. Gerek İyi Parti'ye, gerekse partimize gönül vermiş tüm yurttaşlarımızın sesi olmaya çalıştım. Ülkemizin içinde bulunduğu ekonomik ve sosyal sorunlar içerisinde halkımızdan güç alarak İyi Parti'ye ve kuruluş ilkelerine uygun hareket ettim. İyi Parti ile çıktığım umut yolculuğunda, birçok tecrübe edinmemin yanı sıra birlikte omuz omuza mücadele edebilecek ruhu görme fırsatı da buldum. Bilindiği üzere siyasete girme nedenim Hatay'a destek olabilmek, deprem gibi ağır bir felaketin ardından Hataylı kardeşlerimin sesini Meclis'te duyurabilmekten ibaretti. Gelinen noktada siyaset arenasında bunun pek de mümkün olmadığını görmemden hareketle İyi Parti'den istifa ediyorum. Seçim döneminde oylarıyla beni yalnız bırakmayan, takdirleriyle yücelten, tecrübeleriyle beni cesaretlendirerek yol gösteren başta Sayın Meral Akşener olmak üzere, İyi Parti'nin tüm değerli büyüklerine ve yöneticilerine, en zor anlarımda elimi bırakmayan Türk halkına teşekkür ediyorum.Affınıza sığınarak İyi parti ailesinden haklarını helal etmelerini istiyorum. Benden yana hakkım helal olsun. Dost kalmak dileğiyle… Herkese en içten sevgi ve saygılarımı sunuyorum."""
haberturk,"Kaza, saat 17.00 sıralarında TEM yolunun Körfez kavşağı mevkisinde meydana geldi.Ankara istikametine ilerleyen sürücüsünün ismi ve plakası öğrenilemeyen TIR'ın damperi, seyir halindeyken açıldı.Damper, yolun üstünde bulunan elektronik yol tabelasına çarptı. Kaza nedeniyle TIR ve damperli dorsesi birbirinden ayrılırken, yol tabelası da asfalta düşerek parçalandı.TIR sürücüsünün yara almadığı kaza nedeniyle TEM'in Ankara yönü ulaşıma kapandı.Yolda kilometrelerce araç kuyruğu oluşurken, ekiplerin çalışmaları sonucunda yol ulaşıma açıldı.Fotoğraf, DHA tarafından servis edilmiştir."
haberturk,"Pamukkale'de Kınıklı Mahallesi 6001 Sokak'taki 3 katlı binanın bodrum katında henüz belirlenemeyen nedenle yangın çıktı.İhbar üzerine bölgeye itfaiye, polis ve sağlık ekipleri sevk edildi.Ekipler, evdeki anne Sinem (21), 3 yaşındaki oğlu Serhat Can ile 1 yaşındaki Masal Yıldırım için kurtarma çalışması başlattı.Masal Yıldırım'ın hayatını kaybettiği belirlendi.Yaralı kurtarılan ve vücutlarında 3. derece yanık oluştuğu belirtilen anne ile çocuğu 112 Acil Sağlık ekiplerince Denizli Devlet Hastanesi'ne kaldırıldı.Yaralıların hayati tehlikesinin bulunduğu öğrenildi.Yatak odasındaki elektrikli battaniyeden çıktığı tespit edilen yangın itfaiye ekiplerinin müdahalesiyle söndürüldü.*Haberin görseli İHA tarafından servis edilmiştir."
haberturk,"Kaza, Körfez ilçesi TEM Otoyolu geçişi Ankara istikametinde meydana geldi. Edinilen bilgiye göre, S.D. yönetimindeki TIR'ın damperi açıldı. Damperin açıldığını fark etmeyen sürücü yoluna devam ederken damper trafik işaret levhasına çarparak devirdi. Damper ise TIR'dan koptu.Tabelanın altında hiçbir aracın kalmaması büyük teselli kaynağı oldu. Durumu fark eden sürücü yol kenarında durarak ekiplere haber verdi. İhbar üzerine olay yerine polis ve çekici sevk edildi. Kısa sürede olay yerine gelen polis ekipleri, yol güvenliğini sağlayarak trafiği ulaşıma kapattı. Sürücüler kontağı kapatarak yolun açılmasını bekledi. Ekiplerin trafik işaret levhası ile damperi yoldan kaldırma çalışma devam ediyor.Polis olayla ilgili inceleme başlattı."
haberturk,"İl Emniyet Müdürlüğü ekipleri, kaçakçılığın önlenmesine yönelik çalışmaları kapsamında Yeşilköy Mahallesi'nde şüphe üzerine durdurulan bir araçta arama yaptı.Araçta kaçak 238 bin makaron ele geçirildi.Sürücü R.B. gözaltına alındı.Fotoğraf, AA tarafından servis edilmiştir."
haberturk,"Cumhurbaşkanı Erdoğan, sosyal medya hesabından yaptığı paylaşımda, şu ifadeleri kullandı:""Bizlere İstiklal Marşı gibi eşsiz bir bilinç hazinesini miras bırakan, kurtuluş mücadelemizde Anadolu'yu şehir şehir dolaşarak bağımsızlık mücadelemize ruh katan milli şairimiz Mehmet Akif Ersoy'u ebediyete irtihalinin yıl dönümünde rahmetle yad ediyorum.""Bizlere İstiklâl Marşı gibi eşsiz bir bilinç hazinesini miras bırakan, kurtuluş mücadelemizde Anadolu'yu şehir şehir dolaşarak bağımsızlık mücadelemize ruh katan Millî Şairimiz Mehmet Akif Ersoy'u ebediyete irtihalinin yıl dönümünde rahmetle yâd ediyorum. pic.twitter.com/xhee2GlydE"
