source,content
SABAH,"

Yıldırım ilçesi Değirmenönü mahallesinde bulunan 5 katlı bir apartmanın en üst katında 4 çocuğuyla birlikte yaşayan 32 yaşındaki Burcu Ayda, 2014 yılında evlendiği 34 yaşındaki Mustafa Ali Ayda'dan şiddet görmeye başladı. Madde bağımlısı olduğu ileri sürülen eşinden şiddet ve hakaret gördüğü için boşanmak isteyen ve 2 aylık uzaklaştırma kararı aldıran Burcu Ayda'nın, yaşları 2 ila 9 arasında değişen 4 çocuğunu da alarak anneannesinin evine gittiği anlaşıldı. Ailesi Yozgat'ta yaşayan genç kadın anneannesiyle birlikte yaşamaya başladı. 2 aylık uzaklaştırma kararı dolan eşi Mustafa Ali Ayda ise, genç kadının kaldığı eve giderek, ""Ben artık düzeltim, eskisi gibi değilim. Sana ve çocuklarıma çok iyi bakacağım"" dedi.

EŞİNE KANDI, ÖLÜME GİTTİ
Eşi Mustafa Ali Ayda'nın, kendisine söylediklerine inanan ve bir yandan da çaresiz olan Burcu Ayda, akşam saatlerinde 4 çocuğunu da yanına alarak eşiyle yaşadığı eve geri döndü. Gecenin ilerleyen saatlerinde genç çift yeniden tartışmaya başladı. 04:30 sıralarında kavgaya dönüşen tartılmada, Mustafa Ali Ayda, eşi Burcu Ayda'yı göğsünden bıçaklayarak kaçtı. Yardım çığlıklarına uyanan çocukların ve komşuların ihbarı üzerine olay yerine gelen sağlık ekipleri, ilk müdahaleyi evde yaptığı Burcu Ayda'yı hemen hastaneye kaldırdı. Talihsiz kadın, burada yapılan tüm müdahalelere rağmen hayatını kaybetti. Olay yerinden kaçarak bir ekmek fırınının bodrum katında saklanan Mustafa ali Ayda ise 8 saat sonra polis tarafından kıskıvrak yakalandı.

ÇOCUKLARI DEDESİ ALDI
Olaydan sonra Aile ve sosyal Politikalar Bakanlığı tarafından koruma altına alınan 9 yaşındaki Z.A, 6 yaşındaki B.A, 5 yaşındaki Ü.A ve henüz 2 yaşında olan Y.A ise, dedelerinin koruma kararını kabul etmemesi üzerine Sosyal Hizmetler İl Müdürlüğünden alındı. Mustafa Ali Ayda'nın babası Medeni Ayda, torunlarına kendilerinin bakacağını belirtti. Aile ve sosyal Hizmetler İl Müdürlüğü ise anneleri gözleri önünde öldürülen çocuklara psikolojik destek verecek.

 


"
SABAH,"

21 Kişinin istifa ettiği ve istifa dilekçelerini başkanlığa verdiklerini belirten Kadın Politikaları başkanı Fatma Kaya İbil, eski Başkan Kadir Daş'ın belediye başkan adaylığını onaylamıyoruz, ayrıca parti yönetimini yönlendirmesini istemiyoruz. Bu yüzden başkan Şahin Zengin ile çalışmak istemiyoruz ve eski Başkan Kadir Daş'a tepki amacıyla yönetim kurulu üyeliğinden istifa ediyoruz. Bu amaçla 10 asil ve 11 yedek yönetim kurulu üyesi olmak üzere toplam 21 yönetim kurulu üyesi toplanarak, istifa kararı aldık, dedi. Kadın Politikaları Başkanı Fatma İbil Kaya başta olmak üzere Asıl yönetim listesinde bulunan Bahattin Ulutaş, Ferhat Boyacı, Tuncay Yılmaz, Hasan Malay, Barış Keten, Fahrettin Akdeniz, Adem Sönmez, Ayşen Koç, Erol Ekin, Yönetim kurulu yedek listede bulunan Metin Dönmez, Mustafa Gelin, Kemal Aksoy, Kazım Avcı, Feridun Koç, Ali Yılmaz, Ömer Akdeniz, Sezai Evren, Mehmet Akbulut, Adem Kaptan ve Zafer Kürek yönetim kurulu üyeliklerinden istifa ettiler. Alaşehir İYİ Parti ilçe başkanı Şahin Zengin, 23 Ekim 2023 günü eski Başkan Kadir Daş Belediye başkanı aday adayı olmak için istifa etti. Aynı gün kapalı oylama, açık tasnif ile seçim yapıldı. Oylama sonunda 16 kabul, 11 ret oyu ile ben başkan seçildim. Son günlerde belediye başkan aday adayı Kadir Daş'ın adaylığına karşı çıkan üyelerimiz, karşı çıkarak yönetim kurulu üyeliğinden istifa ederek yönetimi düşürmeye çalışıyorlar. Sonuçlarına siyasi olarak, hepimiz katlanacağız"" dedi.

 


"
SABAH,"

Konya Cumhuriyet Başsavcılığı tarafından yürütülen FETÖ/PDY soruşturmaları kapsamında örgütün güncel yapılanmasında görev aldığı tespit edilen 17 şüpheli hakkında gözaltı kararı verildi.

Terörle Mücadele Şube Müdürlüğü ekiplerince Konya merkezli Mersin, Karaman ve Kocaeli'nde yapılan eş zamanlı operasyonda 14 şüpheli gözaltına alındı. 3 şüpheliyi yakalama çalışmalarının sürdüğü belirtildi.

 


"
SABAH,"

Macaristan'da kritik temaslarda bulunan Başkan Recep Tayyip Erdoğan dönüş yolunda uçakta gazetecilerin sorularını yanıtladı. Gündeme dair birçok konuda önemli açıklamalar yapan Başkan Erdoğan, Türkiye'nin AB süreci, Gazze'de yaşanan soykırım ve yerel seçim konuları ile ilgili kritik değerlendirmelerde bulundu.



Macaristan, Türkiye ile birlikte İsveç'in NATO üyeliğine onay vermeyen ülkeler arasındaydı. Sayın Viktor Orban ile görüşmeniz sırasında bu hususa dair bir değerlendirme yaptınız mı? İsveç'in NATO üyeliğine katılım protokolünü TBMM'ye sevk ettiniz, son tahlilde parlamentonun onayına sunulacak. Cumhur İttifakı olarak tutumunuz ne olacak? 
Biliyorsunuz İsveç'in NATO üyeliği ile katılım protokolünü Türkiye Büyük Millet Meclisi'ne biz gönderdik. İsveç konusu Amerika Birleşik Devletleri Başkanı Sayın Joe Biden ile yaptığımız görüşmede de gündeme geldi. ABD ile aramızdaki F-16 meselesini de bu çerçevede değerlendirdik. Görüşmede kendisinin ""Siz bunu Meclis'ten çıkarın, aynı şekilde ben de Kongre'den bunu geçiririm."" şeklinde bir ifadesi oldu. ""ABD Dışişleri Bakanı Antony Blinken ile Dışişleri Bakanımız Hakan Fidan eş zamanlı olarak bu süreci işletsin. Eş zamanlı olarak bunu işletirsek, bunu parlamentodan çok daha rahat bir şekilde bizim de geçirme imkanımız olur."" dendi. Parlamentodaki sürece ilişkin bir başka zorlaştırıcı konu da savunma tedarikinde Kanada ve bazı müttefiklerin olumsuz tavırları... Bunların hepsi birbirine bağlı. Gerek Amerika'nın F-16 konusu, gerekse Kanada'nın verdiği sözleri tutması noktasında beklediğimiz olumlu gelişmeler, inanıyorum ki parlamentomuzun da konuya olumlu bakışını hızlandıracaktır. Diğer taraftan İsveç'in bize Vilnius'ta verdiği sözler bulunuyor. Bunların tutulmasını bekliyoruz ve gelişmeleri yakından takip ediyoruz.
Başkan Erdoğan: ""AB artık bu yanlıştan vazgeçmeli"" | Video

 
Türk Devletleri Teşkilatı sizin yüksek gayretlerinizle 2009'da kuruldu. Sizin özel gayretlerinizle Macaristan da gözlemci ülke olarak Türk Devletleri Teşkilatı'nın bir parçası haline geldi. Bugün mevcut durumda da Türkiye ile birçok noktada aynı istikamette kararlar aldıklarını görüyoruz. Türk Devletleri Teşkilatı ile Macaristan arasındaki bu ilişkinin acaba politikalarına da bir etkisi oluyor mu?


Macaristan ile Türk Devletleri Teşkilatı bağlamında gayet olumlu ilişkilerimiz söz konusu. Macaristan, teşkilatımız ile Avrupa Birliği arasında adeta bir köprü vazifesi görüyor. Macaristan'ın Türk Devletleri Teşkilatı ile Avrupa Birliği arasında ilişkilerin güçlendirilmesine katkı sağlayan bir konumu var ve bu çok kıymetli. Tabii ki bu Türkiye-Macaristan ilişkilerine de yansıyor. Macaristan Başbakanı Sayın Viktor Orban'la ilişkiler bugüne kadar hep olumlu istikamette gelişti. Avrupa Birliği'nde Türkiye'nin haklarına bakışta Orban'ın duruşu hep olumlu istikamette seyretmiştir. 2024'ün ikinci yarısında Avrupa Birliği Dönem Başkanlığı görevini alacaklar ve o süreçte çok daha farklı gelişmeler olabilir. Bugün kendisiyle bu hususu da konuştuk. Şu ana kadar 21 kez kendisiyle bir araya geldik. Sayın Orban, karşılıklı olumlu ilişkileri sürdürdüğümüz bir lider. Temenni ediyorum ki bundan sonraki süreçte de bakanlarımızın muhataplarıyla görüşmeleri ve mutabakatları işimizi çok daha kolaylaştıracaktır. Macaristan ile ikili ilişkilerimizde güzel gelişmeler var, o bakımdan ümitliyiz. Bundan sonraki süreçte de bunun böyle devam edeceğine eminim.

BM Genel Kurulu'nda 7 Ekim'den bu yana ilk defa geçen hafta ivedilikle ateşkes çağrısı ezici bir çoğunlukla kabul edildi. Macaristan bir önceki oylamada ret oyu vermişti bu defa çekimser kaldı. Acaba Macaristan Başbakanı'na bu konuda bir telkininiz oldu mu?


BM Genel Kurulu oylamasının küresel sistemin sakatlığı neticesinde doğrudan bir yaptırım gücü maalesef yok ancak oylamada verilen 153 kabul oyu, son derece değerlidir. Bu karar bütün dünyaya bir şey söylüyor. Oylamanın neticesinde ezici çoğunluk ""Biz İsrail'in katliamlarına karşıyız ve Filistin'in yanındayız. Bir an önce bu saldırılar durmalıdır."" diyor. Bunu diyen ülkelerin içinde Güvenlik Konseyinin daimi üyeleri de bulunuyor. Hatta Birleşmiş Milletler Güvenlik Konseyi'nin beş daimi üyesinden sadece Amerika Birleşik Devletleri İsrail'in yanında yer aldı ve ret oyu verdi. Bunun bile dünyaya bir şey anlatması lazımdır. Sadece 10 ülkenin, ki onlardan ikisi ABD ve İsrail, ateşkese hayır demesi ve kalıcı ateşkesin hala sağlanamamış olması düşündürücüdür. Bu yüzden her yerde ""Dünya beşten büyüktür"" ve ""Daha adil bir dünya mümkün"" diyoruz. Bir ülke, küresel sistemi kilitleyebiliyor. Macaristan çekimser kaldığına göre, demek ki o da ateşkesi destekleme tarafına doğru herhalde geçecektir. BM Genel Kurulu oylamasında ateşkese destek veren ülkelerin sayısı 121'den 153'e çıktı. Şimdi bu 153 kabul oyu ile bizim açımızdan olumlu yaklaşım daha da artacaktır ve İsrail-Filistin süreci çok daha farklı gelişecektir. Ben mesela ABD Kongresinde İsrail'e yardım ile ilgili kararın reddedilmesini de önemli buluyorum.
İsrail'in, Hamas'ın Gazze'deki etkinliğini sona erdirme gerekçesiyle başlattığı, çoluk çocuk yaşlı demeden bölgedeki katliamı maalesef devam ediyor. Herkes şu soruyu soruyor, ""Peki sonrası ne olacak?"" Orada yeni bir yönetim mi kuracak, ilhak mı edecek, Mahmud Abbas yönetiminde, El Fetih liderliğinde yeni bir oluşum mu olacak? Hamassız bir çözüm mümkün mü? Acaba bu süreçte Hamas ile El Fetih arasında bir temas oldu mu? İki devletli çözüme bu ateşkes sonrasında ne kadar yakın bölge? Burada Türkiye'nin rolü konusunda neler söylemek istersiniz?


Hamas'ın terör örgütü olmadığını ve bir siyasi parti olduğunu defalarca söyledim. Yine söylüyorum. Bir siyasi parti olarak da kazanacakları hakların mücadelesini vermektedirler. El Fetih ile Hamas'ı, yani İsmail Heniyye ile Mahmud Abbas'ı makamımda bir araya getirdim. Medyaya da zaten o görüşme yansımıştı. El Fetih ile Hamas'ın görüşmemesi diye bir durum söz konusu değil. Görüşüyorlar, bu görüşmeleri daha ileri taşımaları da mümkün. Bu konuda Türkiye olarak bizim yaptığımız ve yapabileceğimiz çok şeyler olduğuna inanıyorum. Çünkü El Fetih ile Hamas'ın birbiriyle barışık yaşaması şart. Şu anda Hamas denince Filistin konuşuluyor. Demek ki bunlar birbiriyle adeta et ve kemik gibiler. Bizim şu anda bu birlikteliği korumak ve bu birliktelikle beraber de inşallah bu işi bir sonuca kavuşturmanın gayreti içinde olmamız lazım. Neticeyi de böyle almamızın gereğine inanıyorum. Şu anda bütün derdimiz Gazze'den yaralı ve hastaların ne kadarını ülkemize alabiliriz, ülkemizde bunların tedavilerini yaptırabiliriz… Ondan sonra bu saldırılar biter, bir nokta konulursa gündemimiz Gazze'nin inşa ve ihya çalışmaları olacak. İslam dünyasını, bunun için seferber etmemiz lazım. Bu konuda da biz yine görev almaya, inşa ve ihya konusunda da elimizden gelen gayreti göstermeye hazır olduğumuzu görüştüğümüz Körfez ülkeleriyle, İslam İşbirliği Teşkilatı'yla değerlendiriyoruz.

Birleşmiş Milletler Genel Kurulundaki ateşkes oylamasının ardından yaptığınız ""Daha adil bir dünya mümkün ama Amerika'yla değil"" çıkışı çok ses getirdi. Aslında birçok ülkenin aklında olan ama dile getiremediği bir ifade bu. Amerika Birleşik Devletleri ile ilgili yaptığınız bu yorum, görüştüğünüz diğer dünya liderlerinde nasıl bir yankı buldu, kendileri bir şey söyledi mi? Amerika karşısında diğer dünya liderlerini yeteri kadar cesur buluyor musunuz? Bu çıkışın hemen birkaç gün sonrasında da ABD Başkanı Biden ile bir telefon görüşmeniz oldu. Burada dile geldi mi, kendisiyle ne konuştunuz?


Daha adil bir dünya için adil adımlar atmak şart. Amerika Birleşik Devletleri'nin bu süreçte tarihi bir sorumluluğu olduğuna ve bunu yerine getirmesi gerektiğine inanıyorum. O sorumluluk İsrail'i bu canilikten vazgeçirmek, Gazze'deki bu katliamı durdurmaktır. Fakat ABD bugüne kadar İsrail'i durdurmak şöyle dursun adeta teşvik etti. ABD'den cesaret ve güç alan İsrail ise ne uluslararası hukuk tanıdı ne insan hakları. ""Nasıl olsa arkamda ABD var ve beni her şartta korur."" yaklaşımı ile hareket eden bir İsrail'den söz ediyoruz. Biden ile görüşmemizde ABD'ye o tarihi sorumluluğu hatırlattım. Tüm dünyanın beklediği o tavrı takınmaları çağrısında bulundum. Dünya İsrail'in durdurulması gerektiğini daha nasıl haykırabilir? BM zemininde de ülkelerin meydanlarında da haftalardır insanlık ""yeter"" diyor. Beyaz Saray önünde hatta ABD kongresinde bile bu haykırış yankılandı. Artık Amerika Birleşik Devletleri bu çağrılara kulak tıkamayı bırakmalıdır. İsrail sadece Filistinlileri, Gazze'yi değil insanlığı vurmaktadır.
Tarih buna sessiz kalanları yargılayacak ve mahkum edecektir. Adalet sadece Gazze'de sükunet ile sağlanmayacak maalesef. Dünyada çok çeşitli sorun alanları bulunuyor. Mesela Tahıl Koridoru mekanizması daha adil bir dünya için atılmış olumlu bir adımdı. Tahıl Koridoru'nu yeniden işletmemiz lazım. İhtiyacı bulunan Afrika ülkelerinin, buradan nasibini almalarını sağlamamız lazım. Rusya, Katar, Türkiye olarak üçlü bir dayanışma oluşturmuştuk. Bu koridordan gelecek tahılı mali noktada Katar destekleyecek, fabrikalarımızı çalıştırmak suretiyle bunları una çevirmek noktasında biz devreye girip işleyecek ve sonra da Afrika ülkelerine bunları gönderecektik. Bu planın takibini yapıyoruz. Yakında Rusya Devlet Başkanı Sayın Vladimir Putin ile görüşme yapıp, ""Ne yapıp edip Tahıl Koridoru'nu işletelim"" diyeceğiz. İnşallah ondan da olumlu cevaplar alarak yolumuza devam ederiz.


Siz ilk günden beri hep Gazze'deki masumlar için çaba sarf ediyorsunuz. Fakat daha çok çaba sarf etmesi gereken bazı İslam ülkelerinin sessiz kaldığını görüyoruz. Bu sessizliği nasıl değerlendiriyorsunuz?
Herkes kendinden sorumludur. Başkalarının sessizliğinin hesabını biz vermeyeceğiz. Biz 'durmak yok, yola devam' diyoruz, çok çalışacağız, uyaracağız. Bu bizim vazifemizdir. Filistinli kardeşlerimizin yanında olduğumuzu onların haklılığını durmak dinlenmek nedir bilmeden haykırmak zorundayız. Herkes bilmelidir ki haklı olan, yıllardır ülkeleri işgal edilmiş, evlerine teröristlerce el konulmuş, topraklarını korumak için yıllardır bedel ödeyen Filistinlilerdir. Dünya bizim gibi onların çığlığını duyurmaya çalışanların vesilesiyle bu haklılığı birçok defa tescil etmiştir. En son BM oylamasında İsrail barbarlığına karşı en güçlü mesajlar verilmiştir. Artık Filistin'in çığlığını duymayanlara da anlatmak, suçluların cezalandırılması için gerekeni yapmak vaktidir. Bugün eğer biz, Riyad Zirvesi'ne katıldıysak, bundan dolayı katıldık. Eğer Doha'ya katıldıysak, bundan dolayı katıldık. Bundan sonra da yine oralarda toplantılar yapılacaksa bundan dolayı ben ve arkadaşlarım oralarda olacağız. Mesela şimdi Dışişleri Bakanımız Hakan Fidan Riyad Zirvesi sonrası oluşturulan yedili temas grubu toplantılarına katılıyor. Bu yedili grup niye çeşitli ülkelere gidiyor? İşte bu işleri takip etmek için. Aynı şekilde buna devam edeceğiz. Bazı İslam ülkelerine çeşitli vesilelerle özel görüşmemizde ""Biz sizden çok daha farklı adımlar bekliyoruz, farklı gayretler bekliyoruz ve bu adımları sizin atmanız şart"" dedik. Ben de arkadaşlarım da bunun takibini yapıyoruz.



Kasım ayı başlarında İsrail Başbakanı Netenyahu için ""Netenyahu gidicisin"" diye bir ifade kullanmıştınız, sonrasında da bunu tekrarlamıştınız. Aradan bir aydan fazla süre geçti. Baktığınızda yaşanan gelişmeler, sizin bu öngörünüzün haklı olduğunu gösteriyor. Amerika Birleşik Devletleri'nden dahi artık Netenyahu'yu eleştiren açıklamalar gelmeye başladı. Bundan sonraki süreçte İsrail kabinesinde bir değişiklik olmasını öngörüyor musunuz?


Netanyahu'nun gidici olduğunu söylediğimizde kulak asmayanlar, haklılığımızı ifade etmekte zorlananlar da dahil herkes onun gittiğini görecektir. Ancak koltuğunu bırakıp gitmek onu kurtarmayacak. Mazlumların hesabını sormak için hukuk zemininde peşinde olacağız. İsrail kabinesinde yapılacak değişiklik sonrası umarım bu katliam biter. Yoksa Netanyahu'yu koltuğundan eden bu süreç onları da tarihe karıştıracaktır. Sadece Netanyahu değil, bu soykırımda parmağı bulunan herkes hukuk önünde işledikleri savaş suçlarının hesabını verecek. İsrail'de de Netanyahu yönetimine karşı güçlü sesler yükselmeye başladı. Mesela rehinelerin, İsrail tarafından öldürülmesi olayı var ki tepkinin dozunu artırdı. En büyük intikam sahibi Allah'tır.
Avrupa Birliği yakın zamanda üç ülkeye ilişkin önemli kararlar aldı. Savaş halindeki Ukrayna ve aynı zamanda Moldova'yla katılım müzakerelerini başlattı. Gürcistan'a da aday statüsü verdi. Türkiye yıllardır AB kapısında bekletilirken bu kararları nasıl değerlendiriyorsunuz?


Onlara adaylık statüsü vermesi demek, bunların gelip de Avrupa Birliği'ne üye olması anlamına gelmez. Onlarla bir süreç başlatılacak, onlar da oyalanacak. Bu ülkelerin hiçbirisi, bir Türkiye değil. Avrupa Birliği'nin, bundan sonra Türkiye'nin konumunu iyi değerlendirmesi lazım. Avrupa Birliği'ne katılmaya birçok üye ülkeden daha hazır durumda bulunan Türkiye'nin, yıllardır siyasi engellemeler nedeniyle kapıda bekletilmesi yanlıştır. Türkiye'nin gerek stratejik gerek ekonomik potansiyeli Avrupa Birliği'ne tam üyeliği çoktan elde etmiş olmasını gerektirirken, yıllardır çeşitli bahanelerle oyalandık. Türkiye'nin ne kadar önemli ve ne kadar etkili bir ülke olduğu son yıllarda yaşadığımız süreçlerde bir kez daha ortaya çıkmıştır. Artık AB bu yanlıştan vazgeçmelidir. Belki de Macaristan'ın dönem başkanlığında bu konu masaya çok daha farklı bir şekilde yatırılıp ona göre yeni bir adım atma durumu gündeme gelebilir.
14-28 Mayıs seçimlerinden sonra Millet İttifakı darmadağın bir durumda. Bunda seçimin odağına sadece size karşı tavır almayı yerleştirdikleri için amaçlarının tükenmesinin etkisi olduğu yorumları da yapılıyor. İYİ Parti, CHP ile ittifak ve iş birliği konusunda tamamen ilişiğini kesti, seçime tek başına gireceğini açıkladı. İYİ Parti ile CHP arasında bu konuda düellolar yaşanıyor. CHP de bir çıkış noktası olarak DEM'e yönelmeye çalışıyor. Seçimlerin hemen ardından muhalefetteki bu dağınıklığı nasıl değerlendiriyorsunuz? Bu durum 2024 Mart seçimlerini nasıl etkileyecek?


Biz bu konuda kendimize bakıyoruz, diğerleri ne yapmış, ne yapıyor bunun üzerinde durmuyoruz. Bizim şu anda Cumhur İttifakı olarak biliyorsunuz bir yolculuğumuz var. Burada da Milliyetçi Hareket Partisi ve AK Parti olarak beraber bu yolculuğumuzu devam ettiriyoruz. Görüşmelerimizi yaptık, yapıyoruz. Geçen hafta içinde malum gerek Yeniden Refah Partisi gerek HÜDA PAR gerek diğer iki ortağımızla da görüşmelerimizi yaptık. Şu an itibarıyla ekiplerimiz birbirleriyle temas halinde. Genel Başkan Vekilimiz Efkan Ala ile Genel Başkan Yardımcılarımız Ali İhsan Yavuz ve Yusuf Ziya Yılmaz bizim bu görüşmelerle görevlendirilmiş arkadaşlarımızdır. Bu arkadaşlarımıza gösterilen muhataplar kimlerse onlarla arkadaşlarımız görüşmeleri yapıyorlar. Biz de bu arada illerimizi, büyükşehirlerden başlamak üzere davet ediyor görüşlerini alıyoruz. Ankara, Adana, İzmir ve Pazar günü de İstanbul'da bütün arkadaşları davet ettik. Bu arkadaşlarımızla İstanbul'da toplantımızı yaptık. Şimdi, yarından itibaren tekrar kaldığımız yerden devam edeceğiz. Ay sonuna kadar da peyderpey aldığımız bu temayüllerin neticelerini açıklamaya başlayacağız. Bütün bunlarla beraber Cumhur İttifakı'nda ilçelerde kimlerle gireceğiz, Meclis üyeliklerinde kimleri Meclis üyesi olarak belirleyeceğiz, bunları arkadaşlarımız da birer birer görüşüyorlar. Şu ana kadar herhangi bir sıkıntı yaşamadan çalışmalarımız devam ediyor. Bizde kavga, gürültü yok, rahatız. Ama diğer ittifaktaki durumu zaten izliyorsunuz, benim size anlatmama gerek yok. Kavgayla, gürültüyle zaten bir yere varılmaz. İnşallah sonu iyi olacak.

Cumartesi günü ""İlim Yayma Ödülleri"" töreninde yaptığınız konuşmada ""Biz, kendi kavramlarımızı kaybettiğimiz ve yenilerini üretemediğimiz için fikir kuraklığı yaşıyoruz."" tespitinde bulundunuz. 21 yıllık kesintisiz iktidarlarınız döneminde eğitim, kültür ve sanat alanlarında arzu ettiğiniz ilerlemeyi sağladığınızı düşünüyor musunuz? Bu konuda siyasilerden, kurumlardan, ilim ve fikir adamlarından beklentiniz nelerdir?


Bu söylediğimiz alanlarda netice almak kolay bir iş değil. Hala eksiklerimizin olduğu ortada. Fikir alanı da sanat alanı da ilim de uçsuz bir deniz. Ne kadar çalışırsak, ne kadar gayret edersek edelim bunun sonunu bulmak mümkün değil. Onun için ilim adamlarımız, profesörlerimiz, doçentlerimiz, hepsi bize katkı verecekler ve bütün bu katkılarla beraber de bu işi zirveye taşıyacağız. En güzel şekliyle de bu asrın sonuna çok farklı bir şekilde gireceğiz diye düşünüyorum. Dünya gün geçtikçe fikri ve ahlaki çölleşmenin girdabına doğru çekiliyor. Bundan kurtulmak, bu fırtınada sürüklenmemek için sağlam dallara tutunmalı, köklerimizi daha derine salmalıyız. Sözünü ettiğimiz kendi kavramlarımız, aslında bizi bu fırtınada savrulmaktan kurtaracak yegane sığınak.
Kavramlarımız aslında bizim kimliğimiz. Yapmamız gereken onları hatırlamak, kıymetlerini fark edip onları ihya etmektir. Kendi fikir atmosferimizde, öz cevherimizi kullanarak ürettiğimiz her yeni fikir bu topraklara asırlardır saldığımız köklerimize tutunmamızı sağlayacaktır. Kendi cümlelerimizi kilitlediğimiz odaların kapılarını açıp o cümlelerin aleme yayılması için çaba göstermek görevimizdir. Gözlerimizden sanal gerçeklik gözlüklerini çıkartıp, hakikatin izinde yürüme vakti gelmiştir ve geçmektedir.

 


"
SABAH,"

İYİ Parti Genel Başkanı Meral Akşener, Uşak'taydı. Partisinin İl Başkanlığı'nı ziyaret eden Akşener'in gündeminde, partisinde son dönemde yaşanan istifa dalgası vardı. Oldukça sert açıklamalarda bulunan Meral Akşener, açık açık savaş ilanı vurgusu yaptı.

"
SABAH,"

İYİ Parti Genel Başkanı Meral Akşener, Uşak'taydı. Partisinin İl Başkanlığı'nı ziyaret eden Akşener'in gündeminde, partisinde son dönemde yaşanan istifa dalgası vardı. Oldukça sert açıklamalarda bulunan Meral Akşener, açık açık savaş ilanı vurgusu yaptı.

"
SABAH,"

İstanbul Cumhuriyet Başsavcılığı'nca hazırlanan iddianamede, Instagram ve Twitter isimli sosyal medyada yapılan paylaşımlarda HDP Esenyurt İlçe binasında, Abdullah Öcalan'ın posterleri ile materyallerinin bulunduğunun görülmesi üzerine başlatılan soruşturma kapsamında 24 Ocak 2021 günü Esenyurt HDP ilçe binasında yapılan aramada el konulan pankart, afiş, poster, kitap dergi ve materyaller bulunduğu anlatıldı.
İDDİANAME DÜZENLENDİ
Gençlik Kültür Merkezi tabelasının asılı bulunduğu oda içerisinde yasaklı veya yasaklı olmasa da örgüt ideoloji ve propagandası içeren birçok yayının olduğu kütüphanenin bulunduğu, duvarlarda PKK/KCK terör örgütü lideri Abdullah Öcalan'ın portresinin resmedildiği iddianamede yer aldı. Eski adıyla HDP Esenyurt İlçe Eş Başkanı Ercan Sağlam'ın makam odasında Abdullah Öcalan'ın resminin bulunduğu da anlatılan iddianamede, sanıklar Ercan Sağlam ve Dilan Karakoyun hakkında ""Terör örgütü üyeliği"" ve ""Terör örgütü propagandası yapmak"" suçlarından 25'er yıla kadar hapisleri istendi.
SANIKLAR BERAATLARINI İSTEDİ
İstanbul 32. Ağır Ceza Mahkemesi'nde görülen duruşmaya, tutuksuz sanık Ercan Sağlam getirilirken, tutuksuz sanık Dilan Karakoyun ise SEGBİS ile katıldı. Mahkeme heyeti son sözlerinin sorulması üzerine sanıklar beraatlarını talep etti.
İLÇE BAŞKANINA ÖRGÜT ÜYELİĞİNDEN 7 YIL 6 AY HAPİS CEZASI
Mahkeme heyeti, sanık Ercan Sağlam'a ""Terör örgütü üyeliği"" suçundan 7 yıl 6 ay hapis cezası verirken ""Terör örgütü propagandası yapmak"" suçundan ise beraatına hükmederek yurt dışına çıkış yasağı şeklinde adli kontrol kararı verdi. Heyet, sanık Dilan Karakoyun'a ise ""Terör örgütü üyeliği"" ve ""Terör örgütü propagandası yapmak"" suçlarından beraatına hükmetti.

 


"
SABAH,"

İstanbul Emniyet Müdürlüğü; terör örgütü DEAŞ'a yönelik operasyon düzenledi. Terör örgütü DEAŞ mensuplarına ve onların yakınlarına iletilmek üzere ""İnfak"" adı altında maddi yardım topladıkları ve terör örgütü DEAŞ'a finans sağlama faaliyetlerinde bulundukları tespit edilen altı kişi yakalanarak gözaltına alındı. Baskın düzenlenen adreslerdeki aramalarda çok sayıda dijital materyale el konuldu.


 


"
SABAH,"

SABAH, Ankara Büyükşehir Belediyesi (ABB) Başkanı Mansur Yavaş'ın 5 yılını Ankaralılara sordu. 2019 yerel seçimleri öncesinde 100'ün üzerinde vaatte bulunan Mansur Yavaş'ın performansını değerlendiren Ankaralılar, Başkan'a tepki gösterdi.

"
SABAH,"

2024 Mart ayında yapılacak yerel seçimler öncesi İYİ Parti'de sular durulmuyor. Seçimde CHP ile iş birliğini savunan İYİ Parti İstanbul Büyükşehir Belediyesi (İBB) Grup Başkanvekili İbrahim Özkan, Meral Akşener'in isteğiyle istifa etmiş ancak bir gün sonra partili meclis üyelerinin kararıyla yeniden İl Başkanı seçilmişti. Özkan ve meclis üyeleri kesin ihraç istemiyle disipline sevk edilmişti. Bunun üzerine ise Özkan ve 5 kişi daha partiden istifa etmişti.

"
